ID,FECHA,ESTATUS,TRANSPORTADORA,NÚMERO GUIA,DEPARTAMENTO DESTINO,CIUDAD DESTINO,VALOR DE COMPRA EN PRODUCTOS,GANANCIA,TOTAL EN PRECIOS DE PROVEEDOR,PRECIO FLETE,COSTO DEVOLUCION FLETE,FECHA DE ÚLTIMO MOVIMIENTO,NOVEDAD,CATEGORÍAS
4708232,24-11-2025,ENTREGADO,STARKEN,257893097,VALPARAISO,QUILPUE,28900,14484,7990,6426,0,24-11-2025,,"Moda, Belleza, Otro"
4708181,24-11-2025,PENDIENTE CONFIRMACION,STARKEN,,ANTOFAGASTA,ANTOFAGASTA,43350,,15980,7259,0,24-11-2025,,"Moda, Belleza, Otro"
4707901,23-11-2025,ENTREGADO,STARKEN,257905499,ARAUCANIA,PUCON,20990,8397.8,5000,7592.2,0,25-11-2025,,"Cocina, Hogar"
4706830,23-11-2025,PENDIENTE CONFIRMACION,STARKEN,,METROPOLITANA DE SANTIAGO,SAN BERNARDO,26900,,7000,5474,0,23-11-2025,,Belleza
4706719,23-11-2025,ENTREGADO,STARKEN,257905506,COQUIMBO,COQUIMBO,20990,9207,5000,6783,0,25-11-2025,,"Cocina, Hogar"
4706673,23-11-2025,PENDIENTE CONFIRMACION,STARKEN,,ARAUCANIA,CUNCO,26900,,7000,8722.7,0,23-11-2025,,"Belleza, Hogar, Otro"
4706654,23-11-2025,ENTREGADO,STARKEN,258028028,BIO - BIO,LAJA,26900,12307.8,7000,7592.2,0,25-11-2025,,"Belleza, Hogar, Otro"
4706549,23-11-2025,ENTREGADO,STARKEN,257893175,BIO - BIO,TOME,28900,13317.8,7990,7592.2,0,24-11-2025,,"Moda, Belleza, Otro"
4706456,23-11-2025,ENTREGADO,STARKEN,257908728,MAULE,MOLINA,26900,12307.8,7000,7592.2,0,24-11-2025,,"Belleza, Hogar, Otro"
4705937,23-11-2025,ENTREGADO,STARKEN,257905512,VALPARAISO,VALPARAISO,20990,9564,5000,6426,0,25-11-2025,,"Cocina, Hogar"
4705798,23-11-2025,DEVOLUCION,STARKEN,257926511,LOS LAGOS,CHONCHI,26990,,7000,8722.7,8722.7,24-11-2025,DIRECCION INCORRECTA,"Salud, Bienestar"
4705768,23-11-2025,ENTREGADO,STARKEN,257926514,METROPOLITANA DE SANTIAGO,LA CISTERNA,26990,14516,7000,5474,0,24-11-2025,,"Salud, Bienestar"
4705743,23-11-2025,ENTREGADO,STARKEN,258094384,METROPOLITANA DE SANTIAGO,RECOLETA,20990,11766,3750,5474,0,27-11-2025,,"Belleza, Bienestar"
4705687,23-11-2025,ENTREGADO,STARKEN,257926541,LOS RIOS,VALDIVIA,26990,13147.5,7000,6842.5,0,24-11-2025,,"Salud, Bienestar"
4705580,23-11-2025,ENTREGADO,STARKEN,257926554,LIBERTADOR GENERAL BERNARDO O`HIGGINS,SAN FERNANDO,40485,20059,14000,6426,0,24-11-2025,,"Salud, Bienestar"
4705546,23-11-2025,PENDIENTE CONFIRMACION,STARKEN,,ÑUBLE,SAN CARLOS,26900,,7000,6842.5,0,23-11-2025,,"Belleza, Hogar, Otro"
4705321,23-11-2025,ENTREGADO,STARKEN,257893239,BIO - BIO,CHIGUAYANTE,28900,14067.5,7990,6842.5,0,24-11-2025,,"Moda, Belleza, Otro"
4705132,23-11-2025,ENTREGADO,STARKEN,257909464,MAULE,CURICO,26900,13057.5,7000,6842.5,0,24-11-2025,,"Belleza, Hogar, Otro"
4705030,23-11-2025,ENTREGADO,STARKEN,257908757,ÑUBLE,CHILLAN,26900,13057.5,7000,6842.5,0,24-11-2025,,"Belleza, Hogar, Otro"
4704997,23-11-2025,DEVOLUCION,STARKEN,257908764,ÑUBLE,CHILLAN,26900,,7000,6842.5,6842.5,24-11-2025,RECHAZADO POR CLIENTE,"Belleza, Hogar, Otro"
4704982,23-11-2025,DEVOLUCION,STARKEN,257908789,MAULE,CURICO,26900,,7000,6842.5,6842.5,24-11-2025,RECHAZADO POR CLIENTE,"Belleza, Hogar, Otro"
4704727,23-11-2025,ENTREGADO,STARKEN,257926603,ANTOFAGASTA,CALAMA,26990,12731,7000,7259,0,24-11-2025,,"Salud, Bienestar"
4704687,23-11-2025,DEVOLUCION,STARKEN,257926625,MAULE,RIO CLARO,40485,,14000,7592.2,7592.2,24-11-2025,RECHAZADO POR CLIENTE,"Salud, Bienestar"
4704686,23-11-2025,CANCELADO,STARKEN,,ANTOFAGASTA,CALAMA,40485,,14000,7259,0,23-11-2025,,"Salud, Bienestar"
4703215,23-11-2025,ENTREGADO,STARKEN,257885589,METROPOLITANA DE SANTIAGO,EL BOSQUE,11808,0,8000,3808,0,24-11-2025,,Belleza
4702342,23-11-2025,ENTREGADO,STARKEN,257905538,VALPARAISO,VILLA ALEMANA,20990,9564,5000,6426,0,25-11-2025,,"Cocina, Hogar"
4702279,23-11-2025,ENTREGADO,STARKEN,257905525,BIO - BIO,LOS ANGELES,20990,9147.5,5000,6842.5,0,25-11-2025,,"Cocina, Hogar"
4702134,23-11-2025,ENTREGADO,STARKEN,257905532,COQUIMBO,LA SERENA,20990,9207,5000,6783,0,25-11-2025,,"Cocina, Hogar"
4702065,23-11-2025,ENTREGADO,STARKEN,257905535,ATACAMA,VALLENAR,20990,8469.2,5000,7520.8,0,25-11-2025,,"Cocina, Hogar"
4702031,23-11-2025,CANCELADO,STARKEN,,BIO - BIO,LEBU,40485,,14000,6842.5,0,23-11-2025,,"Salud, Bienestar"
4702015,23-11-2025,ENTREGADO,STARKEN,257926726,BIO - BIO,LEBU,53980,26137.5,21000,6842.5,0,24-11-2025,,"Salud, Bienestar"
4701776,23-11-2025,CANCELADO,STARKEN,,BIO - BIO,LEBU,53980,,21000,6842.5,0,23-11-2025,,"Salud, Bienestar"
4701707,23-11-2025,CANCELADO,STARKEN,,BIO - BIO,LEBU,40485,,14000,6842.5,0,23-11-2025,,"Salud, Bienestar"
4700638,23-11-2025,CANCELADO,STARKEN,,COQUIMBO,LA SERENA,26990,,7000,6783,0,23-11-2025,,"Salud, Bienestar"
4698728,23-11-2025,ENTREGADO,STARKEN,257871435,LOS LAGOS,ANCUD,20990,10397.5,3750,6842.5,0,25-11-2025,,"Belleza, Bienestar"
4698295,23-11-2025,ENTREGADO,STARKEN,257905560,BIO - BIO,TALCAHUANO,20990,9147.5,5000,6842.5,0,25-11-2025,,"Cocina, Hogar"
4697567,23-11-2025,ENTREGADO,STARKEN,257895209,METROPOLITANA DE SANTIAGO,BUIN,20990,11290,3750,5950,0,25-11-2025,,"Belleza, Bienestar"
4694499,22-11-2025,ENTREGADO,STARKEN,257895216,ANTOFAGASTA,CALAMA,20990,9981,3750,7259,0,25-11-2025,,"Belleza, Bienestar"
4694150,22-11-2025,DEVOLUCION,STARKEN,257905580,LIBERTADOR GENERAL BERNARDO O`HIGGINS,REQUINOA,20990,,5000,8092,8092,25-11-2025,RECHAZADO POR CLIENTE,"Cocina, Hogar"
4694147,22-11-2025,PENDIENTE CONFIRMACION,STARKEN,,LIBERTADOR GENERAL BERNARDO O`HIGGINS,PICHILEMU,20990,,5000,8092,0,22-11-2025,,"Cocina, Hogar"
4694144,22-11-2025,ENTREGADO,STARKEN,257905982,LIBERTADOR GENERAL BERNARDO O`HIGGINS,CHIMBARONGO,20990,8897.6,5000,7092.4,0,25-11-2025,,"Cocina, Hogar"
4694141,22-11-2025,CANCELADO,STARKEN,,MAULE,CURICO,20990,,5000,6842.5,0,22-11-2025,,"Cocina, Hogar"
4694139,22-11-2025,DEVOLUCION,STARKEN,257905594,VALPARAISO,NOGALES,20990,,5000,6426,6426,25-11-2025,RECHAZADO POR CLIENTE,"Cocina, Hogar"
4694134,22-11-2025,ENTREGADO,STARKEN,257905607,METROPOLITANA DE SANTIAGO,BUIN,20990,10040,5000,5950,0,25-11-2025,,"Cocina, Hogar"
4694130,22-11-2025,ENTREGADO,STARKEN,257905986,LOS LAGOS,FRUTILLAR,20990,9147.5,5000,6842.5,0,25-11-2025,,"Cocina, Hogar"
4694119,22-11-2025,CANCELADO,STARKEN,,VALPARAISO,PUCHUNCAVI,20990,,5000,7092.4,0,22-11-2025,,"Cocina, Hogar"
4693999,22-11-2025,ENTREGADO,STARKEN,257927292,LOS RIOS,VALDIVIA,40485,19642.5,14000,6842.5,0,24-11-2025,,"Salud, Bienestar"
4693924,22-11-2025,DEVOLUCION,STARKEN,257983189,LIBERTADOR GENERAL BERNARDO O`HIGGINS,CODEGUA,26900,,7000,7092.4,7092.4,26-11-2025,RECHAZADO POR CLIENTE,Belleza
4693381,22-11-2025,DEVOLUCION,STARKEN,257927327,ARAUCANIA,CARAHUE,40485,,14000,6842.5,6842.5,24-11-2025,RECHAZADO POR CLIENTE,"Salud, Bienestar"
4693272,22-11-2025,ENTREGADO,STARKEN,257905617,METROPOLITANA DE SANTIAGO,MAIPU,20990,10516,5000,5474,0,25-11-2025,,"Cocina, Hogar"
4693174,22-11-2025,ENTREGADO,STARKEN,257905630,METROPOLITANA DE SANTIAGO,NUNOA,20990,10516,5000,5474,0,25-11-2025,,"Cocina, Hogar"
4692785,22-11-2025,DEVOLUCION,STARKEN,257927342,ARAUCANIA,TEMUCO,26990,,7000,6842.5,6842.5,24-11-2025,RECHAZADO POR CLIENTE,"Salud, Bienestar"
4692586,22-11-2025,CANCELADO,STARKEN,,COQUIMBO,SALAMANCA,20990,,3750,7520.8,0,22-11-2025,,"Belleza, Bienestar"
4692029,22-11-2025,ENTREGADO,STARKEN,257905633,VALPARAISO,VINA DEL MAR,20990,9564,5000,6426,0,25-11-2025,,"Cocina, Hogar"
4691844,22-11-2025,DEVOLUCION,STARKEN,257893575,BIO - BIO,CHIGUAYANTE,28900,,7990,6842.5,6842.5,24-11-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4691555,22-11-2025,ENTREGADO,STARKEN,257893601,ANTOFAGASTA,ANTOFAGASTA,43350,20111,15980,7259,0,24-11-2025,,"Moda, Belleza, Otro"
4691418,22-11-2025,CANCELADO,STARKEN,,LIBERTADOR GENERAL BERNARDO O`HIGGINS,GRANEROS,20990,,3750,7092.4,0,23-11-2025,,"Belleza, Bienestar"
4690902,22-11-2025,ENTREGADO,STARKEN,257871780,LIBERTADOR GENERAL BERNARDO O`HIGGINS,RANCAGUA,20990,10814,3750,6426,0,25-11-2025,RECHAZADO POR CLIENTE,"Belleza, Bienestar"
4690669,22-11-2025,ENTREGADO,STARKEN,257894352,ANTOFAGASTA,ANTOFAGASTA,28900,13651,7990,7259,0,24-11-2025,,"Moda, Belleza, Otro"
4688863,22-11-2025,ENTREGADO,STARKEN,257825704,LIBERTADOR GENERAL BERNARDO O`HIGGINS,COLTAUCO,26900,12807.6,7000,7092.4,0,24-11-2025,,"Belleza, Hogar, Otro"
4688800,22-11-2025,DEVOLUCION,STARKEN,257827219,BIO - BIO,LEBU,22900,,2700,6842.5,6842.5,24-11-2025,DIRECCION INCORRECTA,"Moda, Tecnología, Belleza"
4688516,21-11-2025,NOVEDAD SOLUCIONADA,STARKEN,257830678,ANTOFAGASTA,ANTOFAGASTA,28900,,7990,7259,0,24-11-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4688510,21-11-2025,ENTREGADO,STARKEN,257830684,COQUIMBO,COQUIMBO,28900,14127,7990,6783,0,24-11-2025,,"Moda, Belleza, Otro"
4688372,21-11-2025,DEVOLUCION,STARKEN,257905710,LOS LAGOS,PUERTO MONTT,20990,,5000,6842.5,6842.5,25-11-2025,,"Cocina, Hogar"
4688113,21-11-2025,PENDIENTE CONFIRMACION,STARKEN,,MAULE,PELLUHUE,43350,,15980,7592.2,0,21-11-2025,,"Moda, Belleza, Otro"
4687690,21-11-2025,ENTREGADO,STARKEN,257825729,ANTOFAGASTA,CALAMA,53800,39541,7000,7259,0,24-11-2025,,"Belleza, Hogar, Otro"
4687675,21-11-2025,ENTREGADO,STARKEN,257825731,ANTOFAGASTA,CALAMA,53800,39541,7000,7259,0,24-11-2025,,"Belleza, Hogar, Otro"
4687658,21-11-2025,CANCELADO,STARKEN,,ANTOFAGASTA,CALAMA,53800,,7000,7259,0,23-11-2025,,"Belleza, Hogar, Otro"
4687631,21-11-2025,CANCELADO,STARKEN,,ANTOFAGASTA,CALAMA,26900,,7000,7259,0,23-11-2025,,"Belleza, Hogar, Otro"
4687514,21-11-2025,DEVOLUCION,BLUE,2156171360,ANTOFAGASTA,ANTOFAGASTA,37350,,12600,8828.91,8828.91,25-11-2025,DESTINATARIO RECHAZA ENTREGA,Salud
4687243,21-11-2025,CANCELADO,STARKEN,,LOS RIOS,VALDIVIA,40485,,14000,6842.5,0,21-11-2025,,"Salud, Bienestar"
4686731,21-11-2025,CANCELADO,STARKEN,,METROPOLITANA DE SANTIAGO,LA CISTERNA,40485,,14000,5474,0,23-11-2025,,"Salud, Bienestar"
4686612,21-11-2025,ENTREGADO,STARKEN,257827521,METROPOLITANA DE SANTIAGO,PENAFLOR,22900,14250,2700,5950,0,24-11-2025,,"Moda, Tecnología, Belleza"
4685912,21-11-2025,ENTREGADO,STARKEN,257927787,ARAUCANIA,LAUTARO,26990,13147.5,7000,6842.5,0,24-11-2025,,"Salud, Bienestar"
4685814,21-11-2025,DEVOLUCION,STARKEN,257871883,VALPARAISO,VINA DEL MAR,20990,,3750,6426,6426,25-11-2025,RECHAZADO POR CLIENTE,"Belleza, Bienestar"
4685761,21-11-2025,CANCELADO,STARKEN,,COQUIMBO,COQUIMBO,43350,,15980,6783,0,21-11-2025,,"Moda, Belleza, Otro"
4685068,21-11-2025,CANCELADO,STARKEN,,VALPARAISO,QUILLOTA,20990,,3750,6426,0,23-11-2025,,"Belleza, Bienestar"
4685055,21-11-2025,DEVOLUCION,STARKEN,257830826,ANTOFAGASTA,CALAMA,28900,,7990,7259,7259,24-11-2025,,"Moda, Belleza, Otro"
4684219,21-11-2025,ENTREGADO,BLUE,2154981231,BIO - BIO,SAN PEDRO DE LA PAZ,20990,8262.38,5000,7727.62,0,21-11-2025,,"Cocina, Hogar"
4684072,21-11-2025,ENTREGADO,STARKEN,257778901,LOS LAGOS,PUERTO MONTT,20990,9147.5,5000,6842.5,0,24-11-2025,NO SE UBICA DESTINATARIO,"Cocina, Hogar"
4683807,21-11-2025,ENTREGADO,STARKEN,257905722,MAULE,CURICO,20990,9147.5,5000,6842.5,0,25-11-2025,,"Cocina, Hogar"
4683508,21-11-2025,ENTREGADO,STARKEN,257771267,LIBERTADOR GENERAL BERNARDO O`HIGGINS,QUINTA DE TILCOCO,26990,11898,7000,8092,0,24-11-2025,DIRECCION INCORRECTA,"Salud, Bienestar"
4682774,21-11-2025,DEVOLUCION,STARKEN,257771302,MAULE,PARRAL,26990,,7000,7592.2,7592.2,24-11-2025,RECHAZADO POR CLIENTE,"Salud, Bienestar"
4682419,21-11-2025,ENTREGADO,STARKEN,257771352,BIO - BIO,SANTA BARBARA,26990,12397.8,7000,7592.2,0,24-11-2025,,"Salud, Bienestar"
4681969,21-11-2025,CANCELADO,STARKEN,,VALPARAISO,VINA DEL MAR,31485,,7500,6426,0,21-11-2025,,"Belleza, Bienestar"
4681397,21-11-2025,ENTREGADO,STARKEN,257768264,COQUIMBO,LA SERENA,20990,10457,3750,6783,0,21-11-2025,,"Belleza, Bienestar"
4681210,21-11-2025,CANCELADO,STARKEN,,LIBERTADOR GENERAL BERNARDO O`HIGGINS,LAS CABRAS,26900,,7000,8092,0,21-11-2025,,"Belleza, Hogar, Otro"
4681206,21-11-2025,ENTREGADO,STARKEN,257905717,METROPOLITANA DE SANTIAGO,PAINE,20990,10040,5000,5950,0,25-11-2025,,"Cocina, Hogar"
4681042,21-11-2025,DEVOLUCION,STARKEN,257753619,ÑUBLE,SAN NICOLAS,43350,,15980,8722.7,8722.7,21-11-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4680672,21-11-2025,DEVOLUCION,STARKEN,257983219,ATACAMA,COPIAPO,26900,,7000,6783,6783,26-11-2025,RECHAZADO POR CLIENTE,Belleza
4680618,21-11-2025,DEVOLUCION,STARKEN,257983208,MAULE,SAN JAVIER,26900,,7000,7592.2,7592.2,26-11-2025,NO SE UBICA DESTINATARIO,Belleza
4680356,21-11-2025,ENTREGADO,STARKEN,257927912,BIO - BIO,TALCAHUANO,40485,19642.5,14000,6842.5,0,24-11-2025,,"Salud, Bienestar"
4680275,21-11-2025,ENTREGADO,STARKEN,257825817,ÑUBLE,YUNGAY,26900,12307.8,7000,7592.2,0,24-11-2025,,"Belleza, Hogar, Otro"
4680127,21-11-2025,DEVOLUCION,STARKEN,257753739,COQUIMBO,COQUIMBO,28900,,7990,6783,6783,21-11-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4680118,21-11-2025,CANCELADO,STARKEN,,COQUIMBO,COQUIMBO,43350,,15980,6783,0,21-11-2025,,"Moda, Belleza, Otro"
4679680,20-11-2025,ENTREGADO,STARKEN,257768388,METROPOLITANA DE SANTIAGO,LAS CONDES,20990,11766,3750,5474,0,21-11-2025,,"Belleza, Bienestar"
4679230,20-11-2025,ENTREGADO,STARKEN,257747043,BIO - BIO,LOS ANGELES,20990,9147.5,5000,6842.5,0,24-11-2025,,"Cocina, Hogar"
4679227,20-11-2025,ENTREGADO,STARKEN,257747060,LIBERTADOR GENERAL BERNARDO O`HIGGINS,REQUINOA,20990,7898,5000,8092,0,24-11-2025,,"Cocina, Hogar"
4678912,20-11-2025,NOVEDAD SOLUCIONADA,STARKEN,257763840,VALPARAISO,VALPARAISO,28900,,8400,6426,0,24-11-2025,RECHAZADO POR CLIENTE,Belleza
4678882,20-11-2025,CANCELADO,STARKEN,,VALPARAISO,VALPARAISO,25000,,8400,6426,0,20-11-2025,,Belleza
4677601,20-11-2025,CANCELADO,STARKEN,,METROPOLITANA DE SANTIAGO,CERRO NAVIA,40485,,14000,5474,0,20-11-2025,,"Salud, Bienestar"
4677022,20-11-2025,CANCELADO,STARKEN,,VALPARAISO,VALPARAISO,43350,,15980,6426,0,20-11-2025,,"Moda, Belleza, Otro"
4675278,20-11-2025,ENTREGADO,STARKEN,257752699,LOS RIOS,VALDIVIA,27900,12057.5,9000,6842.5,0,24-11-2025,,Hogar
4674525,20-11-2025,ENTREGADO,STARKEN,257754088,METROPOLITANA DE SANTIAGO,PUDAHUEL,28900,15436,7990,5474,0,21-11-2025,,"Moda, Belleza, Otro"
4674167,20-11-2025,ENTREGADO,STARKEN,257763861,COQUIMBO,LOS VILOS,26900,13117,7000,6783,0,24-11-2025,,Belleza
4673874,20-11-2025,ENTREGADO,STARKEN,257754220,LOS LAGOS,OSORNO,43350,20527.5,15980,6842.5,0,21-11-2025,,"Moda, Belleza, Otro"
4673661,20-11-2025,ENTREGADO,STARKEN,257754283,METROPOLITANA DE SANTIAGO,PEDRO AGUIRRE CERDA,28900,15436,7990,5474,0,21-11-2025,,"Moda, Belleza, Otro"
4673656,20-11-2025,EN TRANSITO,STARKEN,257754266,METROPOLITANA DE SANTIAGO,ESTACION CENTRAL,28900,,7990,5474,0,21-11-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4673283,20-11-2025,ENTREGADO,BLUE,2154466834,LOS LAGOS,OSORNO,24900,10420.48,6300,8179.52,0,21-11-2025,,Salud
4673267,20-11-2025,ENTREGADO,STARKEN,257763847,LOS LAGOS,ANCUD,28900,13657.5,8400,6842.5,0,24-11-2025,,Belleza
4673028,20-11-2025,EN DESTINO,STARKEN,257754960,METROPOLITANA DE SANTIAGO,PENALOLEN,28900,,7990,5474,0,21-11-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4672365,20-11-2025,ENTREGADO,STARKEN,257745402,METROPOLITANA DE SANTIAGO,RECOLETA,26900,14426,7000,5474,0,21-11-2025,,"Belleza, Hogar, Otro"
4672252,20-11-2025,PENDIENTE CONFIRMACION,STARKEN,,MAULE,CURICO,26900,,7000,6842.5,0,20-11-2025,,Belleza
4671925,20-11-2025,CANCELADO,STARKEN,,METROPOLITANA DE SANTIAGO,QUILICURA,40485,,14000,5474,0,21-11-2025,,"Salud, Bienestar"
4671797,20-11-2025,ENTREGADO,STARKEN,257754387,ATACAMA,COPIAPO,28900,14127,7990,6783,0,21-11-2025,,"Moda, Belleza, Otro"
4671660,20-11-2025,CANCELADO,STARKEN,,METROPOLITANA DE SANTIAGO,COLINA,26990,,7000,5950,0,23-11-2025,,"Salud, Bienestar"
4671313,20-11-2025,PENDIENTE CONFIRMACION,STARKEN,,VALPARAISO,CONCON,26900,,7000,6426,0,20-11-2025,,"Belleza, Hogar, Otro"
4671175,20-11-2025,ENTREGADO,STARKEN,257745301,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,26900,14426,7000,5474,0,21-11-2025,,"Belleza, Hogar, Otro"
4671130,20-11-2025,NOVEDAD SOLUCIONADA,STARKEN,257754395,COQUIMBO,OVALLE,28900,,7990,6783,0,21-11-2025,NO SE UBICA DESTINATARIO,"Moda, Belleza, Otro"
4671123,20-11-2025,DEVOLUCION,STARKEN,257763852,METROPOLITANA DE SANTIAGO,SANTIAGO,26900,,7000,5474,5474,24-11-2025,NO SE UBICA DESTINATARIO,Belleza
4671118,20-11-2025,CANCELADO,STARKEN,,METROPOLITANA DE SANTIAGO,SANTIAGO,26900,,7000,5474,0,20-11-2025,,Belleza
4670969,20-11-2025,ENTREGADO,STARKEN,257745325,COQUIMBO,COQUIMBO,26900,13117,7000,6783,0,21-11-2025,,"Belleza, Hogar, Otro"
4670843,20-11-2025,ENTREGADO,STARKEN,257763855,COQUIMBO,COQUIMBO,26900,13117,7000,6783,0,24-11-2025,,Belleza
4670084,19-11-2025,CANCELADO,STARKEN,,BIO - BIO,TUCAPEL,28900,,7990,8722.7,0,23-11-2025,,"Moda, Belleza, Otro"
4670032,19-11-2025,CANCELADO,STARKEN,,METROPOLITANA DE SANTIAGO,NUNOA,26990,,7000,5474,0,19-11-2025,,"Salud, Bienestar"
4669859,19-11-2025,EN DESTINO,STARKEN,257754427,METROPOLITANA DE SANTIAGO,MACUL,28900,,7990,5474,0,21-11-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4669644,19-11-2025,CANCELADO,STARKEN,,LOS LAGOS,ANCUD,28900,,7990,6842.5,0,23-11-2025,,"Moda, Belleza, Otro"
4669546,19-11-2025,CANCELADO,STARKEN,,LOS LAGOS,ANCUD,43350,,15980,6842.5,0,19-11-2025,,"Moda, Belleza, Otro"
4669198,19-11-2025,CANCELADO,VELOCES,,METROPOLITANA DE SANTIAGO,PUENTE ALTO,28900,,7990,5355,0,20-11-2025,,"Moda, Belleza, Otro"
4669116,19-11-2025,ENTREGADO,STARKEN,257771822,VALPARAISO,LIMACHE,40485,19392.6,14000,7092.4,0,24-11-2025,,"Salud, Bienestar"
4669042,19-11-2025,CANCELADO,VELOCES,,METROPOLITANA DE SANTIAGO,PUENTE ALTO,43350,,15980,5355,0,20-11-2025,,"Moda, Belleza, Otro"
4667583,19-11-2025,CANCELADO,STARKEN,,ANTOFAGASTA,CALAMA,43350,,15980,7259,0,19-11-2025,,"Moda, Belleza, Otro"
4667178,19-11-2025,ENTREGADO,STARKEN,257684438,ANTOFAGASTA,TOCOPILLA,26990,10648.5,7000,9341.5,0,20-11-2025,,"Salud, Bienestar"
4667045,19-11-2025,ENTREGADO,STARKEN,257684470,METROPOLITANA DE SANTIAGO,TALAGANTE,40485,20535,14000,5950,0,21-11-2025,,"Salud, Bienestar"
4666827,19-11-2025,ENTREGADO,STARKEN,257983223,BIO - BIO,TALCAHUANO,26900,13057.5,7000,6842.5,0,26-11-2025,,Belleza
4666741,19-11-2025,ENTREGADO,STARKEN,257684628,LOS LAGOS,PUERTO MONTT,40485,19642.5,14000,6842.5,0,21-11-2025,,"Salud, Bienestar"
4666583,19-11-2025,ENTREGADO,STARKEN,257668813,VALPARAISO,QUILPUE,26900,13474,7000,6426,0,20-11-2025,,"Belleza, Hogar, Otro"
4666431,19-11-2025,ENTREGADO,STARKEN,257668838,LOS LAGOS,OSORNO,26900,13057.5,7000,6842.5,0,20-11-2025,,"Belleza, Hogar, Otro"
4665897,19-11-2025,ENTREGADO,STARKEN,257668858,METROPOLITANA DE SANTIAGO,TALAGANTE,26900,13950,7000,5950,0,20-11-2025,,"Belleza, Hogar, Otro"
4665889,19-11-2025,ENTREGADO,STARKEN,257671332,ÑUBLE,CHILLAN,22900,13357.5,2700,6842.5,0,20-11-2025,,"Moda, Tecnología, Belleza"
4665087,19-11-2025,NOVEDAD SOLUCIONADA,STARKEN,257668866,ANTOFAGASTA,ANTOFAGASTA,26900,,7000,7259,0,20-11-2025,RECHAZADO POR CLIENTE,"Belleza, Hogar, Otro"
4649902,17-11-2025,ENTREGADO,STARKEN,257540021,VALPARAISO,VINA DEL MAR,26900,13474,7000,6426,0,18-11-2025,,"Belleza, Hogar, Otro"
4648550,17-11-2025,ENTREGADO,STARKEN,257516159,ANTOFAGASTA,CALAMA,28900,13651,7990,7259,0,18-11-2025,,"Moda, Belleza, Otro"
4648002,17-11-2025,ENTREGADO,STARKEN,257510425,MAULE,PARRAL,22900,12607.8,2700,7592.2,0,18-11-2025,,"Moda, Tecnología, Belleza"
4646775,17-11-2025,ENTREGADO,STARKEN,257511726,LOS RIOS,VALDIVIA,22900,13357.5,2700,6842.5,0,18-11-2025,,"Moda, Tecnología, Belleza"
4645036,17-11-2025,ENTREGADO,STARKEN,257520116,ANTOFAGASTA,CALAMA,40485,19226,14000,7259,0,18-11-2025,,"Salud, Bienestar"
4644786,17-11-2025,CANCELADO,STARKEN,,METROPOLITANA DE SANTIAGO,LAMPA,28900,,7990,5950,0,17-11-2025,,"Moda, Belleza, Otro"
4644232,17-11-2025,ENTREGADO,STARKEN,257520092,VALPARAISO,QUILPUE,26990,13564,7000,6426,0,18-11-2025,,"Salud, Bienestar"
4644040,17-11-2025,CANCELADO,STARKEN,,METROPOLITANA DE SANTIAGO,CERRO NAVIA,25990,,8500,5474,0,20-11-2025,,"Moda, Belleza"
4644030,17-11-2025,CANCELADO,STARKEN,,METROPOLITANA DE SANTIAGO,CERRO NAVIA,25990,,8500,5474,0,23-11-2025,,"Moda, Belleza"
4643859,17-11-2025,ENTREGADO,STARKEN,257512959,COQUIMBO,LA SERENA,22900,13417,2700,6783,0,18-11-2025,,"Moda, Tecnología, Belleza"
4643727,17-11-2025,ENTREGADO,STARKEN,257512999,BIO - BIO,CONCEPCION,28900,13067.5,8990,6842.5,0,18-11-2025,,"Moda, Belleza"
4642983,17-11-2025,ENTREGADO,STARKEN,257516579,METROPOLITANA DE SANTIAGO,ESTACION CENTRAL,28900,15436,7990,5474,0,18-11-2025,,"Moda, Belleza, Otro"
4642853,17-11-2025,ENTREGADO,STARKEN,257494778,MAULE,MOLINA,25990,9897.8,8500,7592.2,0,18-11-2025,,"Moda, Belleza"
4641768,17-11-2025,ENTREGADO,STARKEN,257422272,LOS LAGOS,CASTRO,26900,13057.5,7000,6842.5,0,17-11-2025,,"Belleza, Hogar, Otro"
4641117,16-11-2025,DEVOLUCION,STARKEN,257439633,COQUIMBO,VICUNA,28900,,7990,6783,6783,17-11-2025,NO SE UBICA DESTINATARIO,"Moda, Belleza, Otro"
4641103,16-11-2025,PENDIENTE CONFIRMACION,STARKEN,,METROPOLITANA DE SANTIAGO,RECOLETA,28900,,7990,5474,0,16-11-2025,,"Moda, Belleza, Otro"
4640763,16-11-2025,ENTREGADO,STARKEN,257445889,COQUIMBO,LA SERENA,40485,19702,14000,6783,0,18-11-2025,,"Salud, Bienestar"
4640692,16-11-2025,DEVOLUCION,STARKEN,257754519,ANTOFAGASTA,CALAMA,43350,,15980,7259,7259,21-11-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
